date,url,marketing_segment,page_visits,unique_visitors,return_visitors,bounce_rate,avg_session_duration,conversion_rate,conversions
2024-10-21,https://example.com/product-page,Display Ads,14,8,0,0.805,1.43,0.0086,0
2024-10-21,https://example.com/product-page,Email Marketing,54,34,8,0.252,4.0,0.0334,1
2024-10-21,https://example.com/product-page,Organic Search,199,138,29,0.437,2.98,0.0335,5
2024-10-21,https://example.com/product-page,Paid Search,98,64,7,0.285,3.0,0.0392,3
2024-10-21,https://example.com/product-page,Referral,26,16,2,0.426,3.41,0.0229,0
2024-10-21,https://example.com/product-page,Social Media,94,61,11,0.595,1.74,0.0194,1
2024-10-21,https://example.com/product-page,Video Ads,11,8,0,0.437,6.1,0.0167,0
2024-10-22,https://example.com/product-page,Direct Traffic,118,80,23,0.254,5.48,0.0431,3
2024-10-22,https://example.com/product-page,Display Ads,27,20,1,0.804,1.21,0.0052,0
2024-10-22,https://example.com/product-page,Email Marketing,68,47,14,0.294,3.7,0.061,3
2024-10-22,https://example.com/product-page,Organic Search,299,218,33,0.333,4.15,0.028,6
2024-10-22,https://example.com/product-page,Paid Search,192,131,10,0.329,2.05,0.0444,6
2024-10-22,https://example.com/product-page,Referral,55,37,4,0.532,4.12,0.0284,1
2024-10-22,https://example.com/product-page,Social Media,148,114,34,0.5,2.24,0.0112,1
2024-10-22,https://example.com/product-page,Video Ads,19,12,0,0.529,6.09,0.0089,0
2024-10-23,https://example.com/product-page,Direct Traffic,41,30,11,0.357,4.31,0.0355,1
2024-10-23,https://example.com/product-page,Display Ads,11,8,0,0.834,1.57,0.01,0
2024-10-23,https://example.com/product-page,Email Marketing,34,24,10,0.247,3.92,0.0426,1
2024-10-23,https://example.com/product-page,Organic Search,126,92,11,0.346,4.78,0.0283,3
2024-10-23,https://example.com/product-page,Paid Search,83,57,4,0.308,3.01,0.0381,2
2024-10-23,https://example.com/product-page,Referral,15,10,1,0.52,2.59,0.0222,0
2024-10-23,https://example.com/product-page,Social Media,46,31,6,0.699,2.18,0.0198,1
2024-10-23,https://example.com/product-page,Video Ads,6,4,0,0.522,4.84,0.0082,0
2024-10-24,https://example.com/product-page,Direct Traffic,96,75,40,0.332,3.2,0.0418,3
2024-10-24,https://example.com/product-page,Display Ads,20,15,0,0.767,1.62,0.0103,0
2024-10-24,https://example.com/product-page,Email Marketing,73,44,9,0.266,5.66,0.0426,2
2024-10-24,https://example.com/product-page,Organic Search,288,204,67,0.452,3.99,0.0206,4
2024-10-24,https://example.com/product-page,Paid Search,131,82,8,0.376,2.27,0.0205,2
2024-10-24,https://example.com/product-page,Referral,40,30,3,0.456,3.4,0.0259,1
2024-10-24,https://example.com/product-page,Social Media,136,92,15,0.537,1.54,0.0124,1
2024-10-24,https://example.com/product-page,Video Ads,14,9,0,0.549,6.61,0.0103,0
2024-10-25,https://example.com/product-page,Direct Traffic,82,60,30,0.297,4.65,0.0293,2
2024-10-25,https://example.com/product-page,Display Ads,21,13,0,0.643,1.64,0.008,0
2024-10-25,https://example.com/product-page,Email Marketing,45,30,9,0.28,6.43,0.0541,2
2024-10-25,https://example.com/product-page,Organic Search,221,158,41,0.431,4.6,0.0318,5
2024-10-25,https://example.com/product-page,Paid Search,127,82,4,0.411,3.61,0.0357,3
2024-10-25,https://example.com/product-page,Referral,26,15,2,0.39,4.11,0.0233,0
2024-10-25,https://example.com/product-page,Social Media,76,49,9,0.636,2.44,0.0183,1
2024-10-25,https://example.com/product-page,Video Ads,13,8,0,0.449,7.9,0.0096,0
2024-10-26,https://example.com/product-page,Direct Traffic,78,59,29,0.348,5.49,0.0209,1
2024-10-26,https://example.com/product-page,Display Ads,15,11,0,0.588,1.7,0.0112,0
2024-10-26,https://example.com/product-page,Email Marketing,55,34,14,0.266,3.88,0.053,2
2024-10-26,https://example.com/product-page,Organic Search,244,192,43,0.447,2.77,0.0287,6
2024-10-26,https://example.com/product-page,Paid Search,137,94,10,0.33,3.37,0.0224,2
2024-10-26,https://example.com/product-page,Referral,32,24,5,0.532,3.18,0.0264,1
2024-10-26,https://example.com/product-page,Social Media,94,59,11,0.684,2.5,0.016,1
2024-10-26,https://example.com/product-page,Video Ads,12,8,0,0.459,5.5,0.0162,0
2024-10-27,https://example.com/product-page,Direct Traffic,62,46,18,0.241,4.22,0.0516,2
2024-10-27,https://example.com/product-page,Display Ads,19,12,0,0.643,1.68,0.0117,0
2024-10-27,https://example.com/product-page,Email Marketing,35,22,10,0.228,6.5,0.061,1
2024-10-27,https://example.com/product-page,Organic Search,205,160,48,0.462,2.86,0.0128,2
2024-10-27,https://example.com/product-page,Paid Search,115,78,3,0.415,3.41,0.0554,4
2024-10-27,https://example.com/product-page,Referral,29,22,2,0.373,3.76,0.0115,0
2024-10-27,https://example.com/product-page,Social Media,68,48,11,0.593,1.87,0.0203,1
2024-10-27,https://example.com/product-page,Video Ads,12,7,0,0.51,5.66,0.0094,0
2024-10-28,https://example.com/product-page,Direct Traffic,61,38,21,0.251,3.28,0.0389,1
2024-10-28,https://example.com/product-page,Display Ads,16,12,1,0.666,1.06,0.0043,0
2024-10-28,https://example.com/product-page,Email Marketing,42,27,8,0.232,5.13,0.0572,2
2024-10-28,https://example.com/product-page,Organic Search,170,121,42,0.406,2.88,0.0153,2
2024-10-28,https://example.com/product-page,Paid Search,103,75,5,0.373,2.29,0.0364,3
2024-10-28,https://example.com/product-page,Referral,25,18,3,0.487,3.87,0.0263,0
2024-10-28,https://example.com/product-page,Social Media,87,58,8,0.513,2.19,0.0179,1
2024-10-28,https://example.com/product-page,Video Ads,9,6,0,0.563,6.7,0.0061,0
2024-10-29,https://example.com/product-page,Direct Traffic,95,68,15,0.321,3.66,0.0316,2
2024-10-29,https://example.com/product-page,Display Ads,27,18,1,0.809,1.8,0.0043,0
2024-10-29,https://example.com/product-page,Email Marketing,55,37,10,0.245,6.35,0.0528,2
2024-10-29,https://example.com/product-page,Organic Search,291,227,70,0.463,3.85,0.0367,8
2024-10-29,https://example.com/product-page,Paid Search,169,121,9,0.401,3.49,0.0462,6
2024-10-29,https://example.com/product-page,Referral,41,26,2,0.439,3.86,0.0145,0
2024-10-29,https://example.com/product-page,Social Media,152,111,12,0.571,2.39,0.0128,1
2024-10-29,https://example.com/product-page,Video Ads,15,10,0,0.587,7.07,0.0177,0
2024-10-30,https://example.com/product-page,Direct Traffic,76,55,28,0.326,3.43,0.0253,1
2024-10-30,https://example.com/product-page,Display Ads,22,16,1,0.82,1.29,0.0085,0
2024-10-30,https://example.com/product-page,Email Marketing,62,41,11,0.28,3.85,0.0405,2
2024-10-30,https://example.com/product-page,Organic Search,235,144,47,0.417,2.68,0.0317,5
2024-10-30,https://example.com/product-page,Paid Search,172,129,15,0.296,2.23,0.0547,7
2024-10-30,https://example.com/product-page,Referral,41,30,6,0.412,3.93,0.0168,1
2024-10-30,https://example.com/product-page,Social Media,125,86,19,0.713,1.77,0.0174,1
2024-10-30,https://example.com/product-page,Video Ads,18,12,0,0.464,7.95,0.0126,0
2024-10-31,https://example.com/product-page,Direct Traffic,127,84,27,0.251,4.76,0.0272,2
2024-10-31,https://example.com/product-page,Display Ads,31,21,1,0.758,1.26,0.0062,0
2024-10-31,https://example.com/product-page,Email Marketing,88,54,26,0.273,5.19,0.0467,3
2024-10-31,https://example.com/product-page,Organic Search,402,247,34,0.366,3.16,0.0164,4
2024-10-31,https://example.com/product-page,Paid Search,227,160,17,0.322,3.61,0.0524,8
2024-10-31,https://example.com/product-page,Referral,43,30,6,0.444,3.87,0.0114,0
2024-10-31,https://example.com/product-page,Social Media,144,89,22,0.485,1.5,0.0089,1
2024-10-31,https://example.com/product-page,Video Ads,18,11,0,0.558,7.87,0.0101,0
2024-11-01,https://example.com/product-page,Direct Traffic,79,53,15,0.278,5.1,0.0216,1
2024-11-01,https://example.com/product-page,Display Ads,29,20,2,0.799,1.12,0.0078,0
2024-11-01,https://example.com/product-page,Email Marketing,63,38,19,0.28,5.73,0.0405,2
2024-11-01,https://example.com/product-page,Organic Search,314,228,48,0.426,4.13,0.0305,7
2024-11-01,https://example.com/product-page,Paid Search,133,80,8,0.325,2.33,0.0581,5
2024-11-01,https://example.com/product-page,Referral,36,28,3,0.453,3.7,0.0251,1
2024-11-01,https://example.com/product-page,Social Media,135,95,25,0.587,1.58,0.0102,1
2024-11-01,https://example.com/product-page,Video Ads,13,9,0,0.468,6.16,0.0172,0
2024-11-02,https://example.com/product-page,Direct Traffic,76,46,20,0.342,3.18,0.0312,1
2024-11-02,https://example.com/product-page,Display Ads,19,12,1,0.695,1.92,0.0078,0
2024-11-02,https://example.com/product-page,Email Marketing,41,30,8,0.283,5.98,0.0415,1
2024-11-02,https://example.com/product-page,Organic Search,212,149,23,0.337,3.02,0.0195,3
2024-11-02,https://example.com/product-page,Paid Search,95,72,4,0.3,2.53,0.0558,4
2024-11-02,https://example.com/product-page,Referral,29,20,2,0.536,2.55,0.0166,0
2024-11-02,https://example.com/product-page,Social Media,94,73,10,0.621,2.44,0.0162,1
2024-11-02,https://example.com/product-page,Video Ads,10,7,0,0.502,4.56,0.0089,0
2024-11-03,https://example.com/product-page,Direct Traffic,58,43,19,0.303,5.42,0.0454,2
2024-11-03,https://example.com/product-page,Display Ads,16,10,0,0.62,1.9,0.0102,0
2024-11-03,https://example.com/product-page,Email Marketing,43,28,8,0.272,5.75,0.0358,1
2024-11-03,https://example.com/product-page,Organic Search,173,112,34,0.334,3.15,0.0295,3
2024-11-03,https://example.com/product-page,Paid Search,92,71,9,0.36,2.56,0.0482,3
2024-11-03,https://example.com/product-page,Referral,21,15,2,0.463,3.16,0.0213,0
2024-11-03,https://example.com/product-page,Social Media,67,48,5,0.699,2.23,0.0165,1
2024-11-03,https://example.com/product-page,Video Ads,9,5,0,0.505,6.83,0.0129,0
2024-11-04,https://example.com/product-page,Direct Traffic,73,52,21,0.256,4.65,0.0204,1
2024-11-04,https://example.com/product-page,Display Ads,19,12,0,0.72,1.37,0.0094,0
2024-11-04,https://example.com/product-page,Email Marketing,53,36,14,0.209,6.42,0.0436,2
2024-11-04,https://example.com/product-page,Organic Search,266,183,24,0.353,2.85,0.0235,4
2024-11-04,https://example.com/product-page,Paid Search,174,104,15,0.284,2.74,0.0544,6
2024-11-04,https://example.com/product-page,Referral,41,24,5,0.452,3.73,0.0105,0
2024-11-04,https://example.com/product-page,Social Media,113,75,21,0.5,1.55,0.0113,1
2024-11-04,https://example.com/product-page,Video Ads,12,7,0,0.494,6.96,0.0075,0
2024-11-05,https://example.com/product-page,Direct Traffic,76,52,15,0.352,5.36,0.0187,1
2024-11-05,https://example.com/product-page,Display Ads,21,14,1,0.762,1.64,0.0062,0
2024-11-05,https://example.com/product-page,Email Marketing,61,39,19,0.208,3.68,0.067,3
2024-11-05,https://example.com/product-page,Organic Search,246,153,23,0.356,3.07,0.0193,3
2024-11-05,https://example.com/product-page,Paid Search,165,127,9,0.374,2.53,0.0465,6
2024-11-05,https://example.com/product-page,Referral,44,31,3,0.521,2.69,0.0124,0
2024-11-05,https://example.com/product-page,Social Media,92,59,6,0.488,2.68,0.0165,1
2024-11-05,https://example.com/product-page,Video Ads,14,10,0,0.562,6.76,0.0178,0
2024-11-06,https://example.com/product-page,Direct Traffic,99,76,32,0.307,3.95,0.0277,2
2024-11-06,https://example.com/product-page,Display Ads,25,15,0,0.713,1.89,0.0108,0
2024-11-06,https://example.com/product-page,Email Marketing,67,41,13,0.296,5.95,0.0674,3
2024-11-06,https://example.com/product-page,Organic Search,254,162,36,0.44,3.31,0.0272,4
2024-11-06,https://example.com/product-page,Paid Search,153,118,7,0.399,2.6,0.0324,4
2024-11-06,https://example.com/product-page,Referral,48,34,6,0.424,2.62,0.0235,1
2024-11-06,https://example.com/product-page,Social Media,127,91,21,0.613,2.69,0.0202,2
2024-11-06,https://example.com/product-page,Video Ads,15,11,0,0.523,6.26,0.0081,0
2024-11-07,https://example.com/product-page,Direct Traffic,45,32,10,0.279,5.57,0.0333,1
2024-11-07,https://example.com/product-page,Display Ads,11,8,0,0.72,1.36,0.0066,0
2024-11-07,https://example.com/product-page,Email Marketing,44,28,8,0.224,6.33,0.0353,1
2024-11-07,https://example.com/product-page,Organic Search,150,104,23,0.343,2.78,0.034,4
2024-11-07,https://example.com/product-page,Paid Search,90,58,3,0.332,3.61,0.0369,2
2024-11-07,https://example.com/product-page,Referral,22,13,2,0.493,3.99,0.0168,0
2024-11-07,https://example.com/product-page,Social Media,61,37,5,0.7,1.93,0.0166,1
2024-11-07,https://example.com/product-page,Video Ads,9,6,0,0.492,7.22,0.0086,0
2024-11-08,https://example.com/product-page,Direct Traffic,111,75,19,0.317,5.18,0.0255,2
2024-11-08,https://example.com/product-page,Display Ads,30,19,2,0.589,1.86,0.0082,0
2024-11-08,https://example.com/product-page,Email Marketing,80,60,19,0.29,4.6,0.0409,2
2024-11-08,https://example.com/product-page,Organic Search,288,175,41,0.411,3.72,0.0199,3
2024-11-08,https://example.com/product-page,Paid Search,205,159,9,0.389,3.41,0.0222,4
2024-11-08,https://example.com/product-page,Referral,50,38,6,0.503,3.73,0.0204,1
2024-11-08,https://example.com/product-page,Social Media,170,109,19,0.542,1.97,0.0197,2
2024-11-08,https://example.com/product-page,Video Ads,20,12,0,0.506,7.49,0.0162,0
2024-11-09,https://example.com/product-page,Direct Traffic,49,29,5,0.355,3.28,0.0257,1
2024-11-09,https://example.com/product-page,Display Ads,13,8,0,0.585,1.75,0.0088,0
2024-11-09,https://example.com/product-page,Email Marketing,29,21,4,0.268,4.29,0.061,1
2024-11-09,https://example.com/product-page,Organic Search,159,96,35,0.474,3.31,0.0227,2
2024-11-09,https://example.com/product-page,Paid Search,69,52,4,0.322,2.79,0.0573,3
2024-11-09,https://example.com/product-page,Referral,17,11,1,0.515,3.1,0.0281,0
2024-11-09,https://example.com/product-page,Social Media,60,46,8,0.704,2.13,0.0106,0
2024-11-09,https://example.com/product-page,Video Ads,9,5,0,0.549,6.37,0.0091,0
2024-11-10,https://example.com/product-page,Direct Traffic,65,45,15,0.268,4.05,0.0238,1
2024-11-10,https://example.com/product-page,Display Ads,18,14,0,0.654,1.21,0.0056,0
2024-11-10,https://example.com/product-page,Email Marketing,49,38,8,0.204,6.04,0.0634,2
2024-11-10,https://example.com/product-page,Organic Search,176,134,42,0.453,3.57,0.0358,5
2024-11-10,https://example.com/product-page,Paid Search,120,80,6,0.399,2.81,0.0221,2
2024-11-10,https://example.com/product-page,Referral,27,16,2,0.474,3.48,0.0219,0
2024-11-10,https://example.com/product-page,Social Media,73,51,11,0.565,2.62,0.016,1
2024-11-10,https://example.com/product-page,Video Ads,13,7,0,0.415,6.97,0.0107,0
2024-11-11,https://example.com/product-page,Direct Traffic,87,60,26,0.33,3.27,0.0396,2
2024-11-11,https://example.com/product-page,Display Ads,26,16,1,0.763,1.8,0.0116,0
2024-11-11,https://example.com/product-page,Email Marketing,55,36,6,0.291,6.73,0.0302,1
2024-11-11,https://example.com/product-page,Organic Search,245,190,48,0.437,3.74,0.0155,3
2024-11-11,https://example.com/product-page,Paid Search,181,138,8,0.396,3.59,0.0213,3
2024-11-11,https://example.com/product-page,Referral,41,31,6,0.494,3.29,0.0173,1
2024-11-11,https://example.com/product-page,Social Media,104,80,13,0.631,2.05,0.0126,1
2024-11-11,https://example.com/product-page,Video Ads,17,10,0,0.485,5.57,0.0112,0
2024-11-12,https://example.com/product-page,Direct Traffic,121,92,42,0.348,4.93,0.0351,3
2024-11-12,https://example.com/product-page,Display Ads,26,20,0,0.742,1.26,0.0101,0
2024-11-12,https://example.com/product-page,Email Marketing,64,41,11,0.24,3.97,0.0401,2
2024-11-12,https://example.com/product-page,Organic Search,343,219,38,0.333,2.72,0.0208,5
2024-11-12,https://example.com/product-page,Paid Search,194,124,11,0.321,2.45,0.0531,7
2024-11-12,https://example.com/product-page,Referral,38,24,2,0.458,3.0,0.027,1
2024-11-12,https://example.com/product-page,Social Media,151,114,21,0.546,2.17,0.011,1
2024-11-12,https://example.com/product-page,Video Ads,19,14,0,0.444,5.43,0.0098,0
2024-11-13,https://example.com/product-page,Direct Traffic,116,74,34,0.303,5.81,0.0464,3
2024-11-13,https://example.com/product-page,Display Ads,31,23,1,0.608,1.31,0.0046,0
2024-11-13,https://example.com/product-page,Email Marketing,81,56,21,0.28,5.02,0.0372,2
2024-11-13,https://example.com/product-page,Organic Search,377,269,58,0.397,2.9,0.0237,6
2024-11-13,https://example.com/product-page,Paid Search,203,132,15,0.36,2.4,0.0275,4
2024-11-13,https://example.com/product-page,Referral,45,35,5,0.387,2.33,0.0136,0
2024-11-13,https://example.com/product-page,Social Media,112,86,16,0.558,2.17,0.0139,1
2024-11-13,https://example.com/product-page,Video Ads,16,10,0,0.482,7.13,0.0151,0
2024-11-14,https://example.com/product-page,Direct Traffic,91,72,42,0.337,3.68,0.0469,3
2024-11-14,https://example.com/product-page,Display Ads,19,14,0,0.776,1.38,0.0118,0
2024-11-14,https://example.com/product-page,Email Marketing,58,35,14,0.222,3.69,0.0258,1
2024-11-14,https://example.com/product-page,Organic Search,317,212,60,0.419,4.57,0.0179,4
2024-11-14,https://example.com/product-page,Paid Search,145,90,11,0.314,3.27,0.0503,5
2024-11-14,https://example.com/product-page,Referral,39,24,4,0.538,2.36,0.0208,0
2024-11-14,https://example.com/product-page,Social Media,101,66,17,0.709,1.93,0.0124,1
2024-11-14,https://example.com/product-page,Video Ads,13,8,0,0.513,7.89,0.0085,0
2024-11-15,https://example.com/product-page,Direct Traffic,77,48,28,0.324,4.21,0.0273,1
2024-11-15,https://example.com/product-page,Display Ads,15,11,1,0.784,1.52,0.0074,0
2024-11-15,https://example.com/product-page,Email Marketing,35,24,7,0.272,4.75,0.0305,1
2024-11-15,https://example.com/product-page,Organic Search,205,155,34,0.432,4.02,0.0366,6
2024-11-15,https://example.com/product-page,Paid Search,101,65,6,0.414,3.6,0.0243,2
2024-11-15,https://example.com/product-page,Referral,26,18,2,0.467,4.16,0.0297,1
2024-11-15,https://example.com/product-page,Social Media,83,60,9,0.633,2.45,0.0201,1
2024-11-15,https://example.com/product-page,Video Ads,12,7,0,0.57,5.84,0.0111,0
2024-11-16,https://example.com/product-page,Direct Traffic,34,26,14,0.32,4.48,0.0434,1
2024-11-16,https://example.com/product-page,Display Ads,9,6,0,0.765,1.37,0.0094,0
2024-11-16,https://example.com/product-page,Email Marketing,27,19,9,0.223,6.71,0.0321,1
2024-11-16,https://example.com/product-page,Organic Search,123,81,12,0.379,4.27,0.021,2
2024-11-16,https://example.com/product-page,Paid Search,62,38,4,0.301,2.71,0.0405,2
2024-11-16,https://example.com/product-page,Referral,17,13,1,0.451,2.26,0.0228,0
2024-11-16,https://example.com/product-page,Social Media,56,44,10,0.589,2.13,0.0156,1
2024-11-16,https://example.com/product-page,Video Ads,7,5,0,0.599,8.0,0.0117,0
2024-11-17,https://example.com/product-page,Direct Traffic,98,71,25,0.313,4.56,0.033,2
2024-11-17,https://example.com/product-page,Display Ads,21,13,1,0.78,1.21,0.008,0
2024-11-17,https://example.com/product-page,Email Marketing,50,37,9,0.233,3.71,0.042,2
2024-11-17,https://example.com/product-page,Organic Search,197,149,41,0.453,3.47,0.026,4
2024-11-17,https://example.com/product-page,Paid Search,121,84,10,0.366,3.5,0.0555,5
2024-11-17,https://example.com/product-page,Referral,29,20,2,0.485,4.15,0.0227,0
2024-11-17,https://example.com/product-page,Social Media,114,79,12,0.551,2.66,0.0183,1
2024-11-17,https://example.com/product-page,Video Ads,12,7,0,0.51,7.05,0.0132,0
2024-11-18,https://example.com/product-page,Direct Traffic,93,68,31,0.316,4.66,0.04,3
2024-11-18,https://example.com/product-page,Display Ads,24,16,1,0.725,1.58,0.0086,0
2024-11-18,https://example.com/product-page,Email Marketing,69,54,9,0.292,5.32,0.0237,1
2024-11-18,https://example.com/product-page,Organic Search,335,266,58,0.464,4.27,0.0375,10
2024-11-18,https://example.com/product-page,Paid Search,197,120,10,0.416,2.66,0.0213,3
2024-11-18,https://example.com/product-page,Referral,42,32,3,0.48,3.52,0.0179,1
2024-11-18,https://example.com/product-page,Social Media,163,115,18,0.713,1.62,0.0091,1
2024-11-18,https://example.com/product-page,Video Ads,15,11,0,0.566,5.33,0.0072,0
2024-11-19,https://example.com/product-page,Direct Traffic,78,52,11,0.272,5.41,0.0453,2
2024-11-19,https://example.com/product-page,Display Ads,19,13,0,0.68,1.86,0.0074,0
2024-11-19,https://example.com/product-page,Email Marketing,59,40,9,0.224,5.32,0.0586,2
2024-11-19,https://example.com/product-page,Organic Search,211,156,34,0.321,2.73,0.0193,3
2024-11-19,https://example.com/product-page,Paid Search,132,99,14,0.306,3.52,0.0303,3
2024-11-19,https://example.com/product-page,Referral,38,28,4,0.361,3.59,0.015,0
2024-11-19,https://example.com/product-page,Social Media,88,60,11,0.653,1.99,0.0167,1
2024-11-19,https://example.com/product-page,Video Ads,12,8,0,0.485,6.57,0.0158,0
2024-11-20,https://example.com/product-page,Direct Traffic,94,61,26,0.278,4.31,0.0333,2
2024-11-20,https://example.com/product-page,Display Ads,19,11,0,0.773,1.47,0.007,0
2024-11-20,https://example.com/product-page,Email Marketing,48,30,9,0.283,6.41,0.0663,2
2024-11-20,https://example.com/product-page,Organic Search,303,213,46,0.476,3.03,0.0154,3
2024-11-20,https://example.com/product-page,Paid Search,169,114,9,0.37,2.13,0.0395,5
2024-11-20,https://example.com/product-page,Referral,43,29,5,0.443,2.25,0.0182,1
2024-11-20,https://example.com/product-page,Social Media,97,65,10,0.553,1.87,0.009,1
2024-11-20,https://example.com/product-page,Video Ads,13,8,0,0.444,4.89,0.0092,0
2024-11-21,https://example.com/product-page,Direct Traffic,98,62,14,0.266,3.74,0.0185,1
2024-11-21,https://example.com/product-page,Display Ads,21,13,0,0.675,1.06,0.011,0
2024-11-21,https://example.com/product-page,Email Marketing,66,44,16,0.299,4.35,0.0499,2
2024-11-21,https://example.com/product-page,Organic Search,276,166,43,0.32,3.42,0.0329,5
2024-11-21,https://example.com/product-page,Paid Search,136,95,10,0.308,2.01,0.0409,4
2024-11-21,https://example.com/product-page,Referral,33,20,3,0.394,3.41,0.022,0
2024-11-21,https://example.com/product-page,Social Media,99,65,16,0.652,2.19,0.018,1
2024-11-21,https://example.com/product-page,Video Ads,16,11,0,0.47,4.7,0.0169,0
2024-11-22,https://example.com/product-page,Direct Traffic,118,84,47,0.295,4.76,0.0207,2
2024-11-22,https://example.com/product-page,Display Ads,38,24,2,0.602,1.95,0.0066,0
2024-11-22,https://example.com/product-page,Email Marketing,99,77,39,0.24,6.59,0.0544,4
2024-11-22,https://example.com/product-page,Organic Search,435,315,51,0.337,2.67,0.0365,11
2024-11-22,https://example.com/product-page,Paid Search,241,177,9,0.355,3.3,0.0592,10
2024-11-22,https://example.com/product-page,Referral,44,31,4,0.378,2.92,0.0228,1
2024-11-22,https://example.com/product-page,Social Media,161,107,25,0.67,1.55,0.0104,1
2024-11-22,https://example.com/product-page,Video Ads,23,17,0,0.513,5.44,0.0074,0
2024-11-23,https://example.com/product-page,Direct Traffic,70,43,9,0.327,4.02,0.0506,2
2024-11-23,https://example.com/product-page,Display Ads,15,10,1,0.677,1.52,0.0075,0
2024-11-23,https://example.com/product-page,Email Marketing,51,35,15,0.238,5.7,0.0313,1
2024-11-23,https://example.com/product-page,Organic Search,190,142,18,0.336,4.37,0.0358,5
2024-11-23,https://example.com/product-page,Paid Search,140,84,9,0.353,2.37,0.0242,2
2024-11-23,https://example.com/product-page,Referral,31,21,2,0.453,2.86,0.0246,1
2024-11-23,https://example.com/product-page,Social Media,88,63,15,0.592,1.86,0.0169,1
2024-11-23,https://example.com/product-page,Video Ads,14,9,0,0.548,5.69,0.0071,0
2024-11-24,https://example.com/product-page,Direct Traffic,69,50,10,0.34,5.85,0.0294,1
2024-11-24,https://example.com/product-page,Display Ads,14,8,0,0.77,1.75,0.0052,0
2024-11-24,https://example.com/product-page,Email Marketing,50,37,9,0.214,6.68,0.0497,2
2024-11-24,https://example.com/product-page,Organic Search,156,95,23,0.42,4.24,0.0244,2
2024-11-24,https://example.com/product-page,Paid Search,131,96,5,0.291,2.64,0.0202,2
2024-11-24,https://example.com/product-page,Referral,30,19,1,0.485,2.99,0.0295,1
2024-11-24,https://example.com/product-page,Social Media,72,54,14,0.572,2.09,0.0127,1
2024-11-24,https://example.com/product-page,Video Ads,10,7,0,0.426,5.89,0.0091,0
2024-11-25,https://example.com/product-page,Direct Traffic,104,76,21,0.343,5.39,0.0253,2
2024-11-25,https://example.com/product-page,Display Ads,30,22,1,0.732,1.47,0.0053,0
2024-11-25,https://example.com/product-page,Email Marketing,79,48,22,0.235,4.56,0.0675,3
2024-11-25,https://example.com/product-page,Organic Search,325,196,54,0.325,4.43,0.0199,4
2024-11-25,https://example.com/product-page,Paid Search,196,129,17,0.355,3.4,0.0362,5
2024-11-25,https://example.com/product-page,Referral,43,33,6,0.526,3.05,0.0274,1
2024-11-25,https://example.com/product-page,Social Media,168,129,25,0.623,2.31,0.0171,2
2024-11-25,https://example.com/product-page,Video Ads,22,15,0,0.594,4.56,0.0104,0
2024-11-26,https://example.com/product-page,Direct Traffic,128,77,29,0.256,4.58,0.0489,4
2024-11-26,https://example.com/product-page,Display Ads,26,17,1,0.719,1.09,0.01,0
2024-11-26,https://example.com/product-page,Email Marketing,80,61,11,0.28,3.73,0.0328,2
2024-11-26,https://example.com/product-page,Organic Search,330,228,73,0.404,4.06,0.0286,7
2024-11-26,https://example.com/product-page,Paid Search,214,152,10,0.293,2.47,0.0569,9
2024-11-26,https://example.com/product-page,Referral,54,38,3,0.465,3.67,0.0199,1
2024-11-26,https://example.com/product-page,Social Media,140,111,27,0.627,2.6,0.0185,2
2024-11-26,https://example.com/product-page,Video Ads,15,9,0,0.546,4.86,0.0177,0
2024-11-27,https://example.com/product-page,Direct Traffic,85,58,20,0.331,5.11,0.0417,2
2024-11-27,https://example.com/product-page,Display Ads,24,16,0,0.776,1.51,0.0048,0
2024-11-27,https://example.com/product-page,Email Marketing,72,51,15,0.266,3.99,0.0335,2
2024-11-27,https://example.com/product-page,Organic Search,247,159,37,0.355,4.15,0.0274,4
2024-11-27,https://example.com/product-page,Paid Search,166,124,11,0.337,2.98,0.031,4
2024-11-27,https://example.com/product-page,Referral,35,22,3,0.5,3.23,0.0292,1
2024-11-27,https://example.com/product-page,Social Media,138,99,12,0.709,2.64,0.0136,1
2024-11-27,https://example.com/product-page,Video Ads,17,13,0,0.416,6.28,0.0115,0
2024-11-28,https://example.com/product-page,Direct Traffic,114,78,42,0.304,5.82,0.0421,3
2024-11-28,https://example.com/product-page,Display Ads,24,14,0,0.648,1.51,0.0082,0
2024-11-28,https://example.com/product-page,Email Marketing,86,60,30,0.223,4.0,0.0397,2
2024-11-28,https://example.com/product-page,Organic Search,299,214,31,0.401,3.73,0.0144,3
2024-11-28,https://example.com/product-page,Paid Search,191,118,17,0.365,2.27,0.0439,5
2024-11-28,https://example.com/product-page,Referral,47,33,4,0.362,3.39,0.0274,1
2024-11-28,https://example.com/product-page,Social Media,149,112,26,0.667,2.34,0.0178,2
2024-11-28,https://example.com/product-page,Video Ads,18,12,0,0.564,6.08,0.0106,0
2024-11-29,https://example.com/product-page,Direct Traffic,104,67,19,0.356,3.41,0.022,1
2024-11-29,https://example.com/product-page,Display Ads,21,13,1,0.611,1.47,0.0105,0
2024-11-29,https://example.com/product-page,Email Marketing,54,33,9,0.259,3.89,0.0649,2
2024-11-29,https://example.com/product-page,Organic Search,353,236,56,0.388,4.22,0.0222,5
2024-11-29,https://example.com/product-page,Paid Search,144,87,11,0.327,3.29,0.0491,4
2024-11-29,https://example.com/product-page,Referral,35,27,3,0.462,4.09,0.0182,0
