date,url,marketing_segment,page_visits,unique_visitors,return_visitors
2024-10-09,https://example.com/product-page,Direct Traffic,90,62,29
2024-10-09,https://example.com/product-page,Display Ads,21,16,0
2024-10-09,https://example.com/product-page,Email Marketing,57,39,16
2024-10-09,https://example.com/product-page,Organic Search,244,172,59
2024-10-09,https://example.com/product-page,Paid Search,158,110,6
2024-10-09,https://example.com/product-page,Referral,47,34,5
2024-10-09,https://example.com/product-page,Social Media,112,74,21
2024-10-09,https://example.com/product-page,Video Ads,18,11,0
2024-10-10,https://example.com/product-page,Direct Traffic,79,60,24
2024-10-10,https://example.com/product-page,Display Ads,23,17,0
2024-10-10,https://example.com/product-page,Email Marketing,57,37,13
2024-10-10,https://example.com/product-page,Organic Search,276,207,37
2024-10-10,https://example.com/product-page,Paid Search,141,102,12
2024-10-10,https://example.com/product-page,Referral,39,26,4
2024-10-10,https://example.com/product-page,Social Media,91,72,20
2024-10-10,https://example.com/product-page,Video Ads,16,11,0
2024-10-11,https://example.com/product-page,Direct Traffic,73,49,25
2024-10-11,https://example.com/product-page,Display Ads,21,14,1
2024-10-11,https://example.com/product-page,Email Marketing,61,39,19
2024-10-11,https://example.com/product-page,Organic Search,278,187,58
2024-10-11,https://example.com/product-page,Paid Search,115,79,11
2024-10-11,https://example.com/product-page,Referral,35,23,3
2024-10-11,https://example.com/product-page,Social Media,114,73,14
2024-10-11,https://example.com/product-page,Video Ads,13,8,0
2024-10-12,https://example.com/product-page,Direct Traffic,47,29,8
2024-10-12,https://example.com/product-page,Display Ads,10,6,0
2024-10-12,https://example.com/product-page,Email Marketing,25,16,7
2024-10-12,https://example.com/product-page,Organic Search,118,73,23
2024-10-12,https://example.com/product-page,Paid Search,78,61,5
2024-10-12,https://example.com/product-page,Referral,16,10,1
2024-10-12,https://example.com/product-page,Social Media,42,29,3
2024-10-12,https://example.com/product-page,Video Ads,6,4,0
2024-10-13,https://example.com/product-page,Direct Traffic,43,30,10
2024-10-13,https://example.com/product-page,Display Ads,15,9,0
2024-10-13,https://example.com/product-page,Email Marketing,34,24,11
2024-10-13,https://example.com/product-page,Organic Search,142,110,40
2024-10-13,https://example.com/product-page,Paid Search,100,62,8
2024-10-13,https://example.com/product-page,Referral,23,15,2
2024-10-13,https://example.com/product-page,Social Media,64,38,7
2024-10-13,https://example.com/product-page,Video Ads,8,4,0
2024-10-14,https://example.com/product-page,Direct Traffic,64,38,18
2024-10-14,https://example.com/product-page,Display Ads,16,10,0
2024-10-14,https://example.com/product-page,Email Marketing,51,33,7
2024-10-14,https://example.com/product-page,Organic Search,262,165,54
2024-10-14,https://example.com/product-page,Paid Search,149,116,8
2024-10-14,https://example.com/product-page,Referral,34,20,3
2024-10-14,https://example.com/product-page,Social Media,114,75,15
2024-10-14,https://example.com/product-page,Video Ads,13,8,0
2024-10-15,https://example.com/product-page,Direct Traffic,74,53,15
2024-10-15,https://example.com/product-page,Display Ads,18,11,0
2024-10-15,https://example.com/product-page,Email Marketing,58,41,11
2024-10-15,https://example.com/product-page,Organic Search,205,140,48
2024-10-15,https://example.com/product-page,Paid Search,133,82,10
2024-10-15,https://example.com/product-page,Referral,42,32,5
2024-10-15,https://example.com/product-page,Social Media,113,80,8
2024-10-15,https://example.com/product-page,Video Ads,12,9,0
2024-10-16,https://example.com/product-page,Direct Traffic,103,67,34
2024-10-16,https://example.com/product-page,Display Ads,27,16,1
2024-10-16,https://example.com/product-page,Email Marketing,49,38,13
2024-10-16,https://example.com/product-page,Organic Search,264,177,50
2024-10-16,https://example.com/product-page,Paid Search,129,88,6
2024-10-16,https://example.com/product-page,Referral,34,22,1
2024-10-16,https://example.com/product-page,Social Media,131,79,22
2024-10-16,https://example.com/product-page,Video Ads,14,11,0
2024-10-17,https://example.com/product-page,Direct Traffic,69,48,16
2024-10-17,https://example.com/product-page,Display Ads,14,10,0
2024-10-17,https://example.com/product-page,Email Marketing,35,21,5
2024-10-17,https://example.com/product-page,Organic Search,185,113,19
2024-10-17,https://example.com/product-page,Paid Search,86,64,4
2024-10-17,https://example.com/product-page,Referral,26,18,3
2024-10-17,https://example.com/product-page,Social Media,75,48,13
2024-10-17,https://example.com/product-page,Video Ads,9,5,0
2024-10-18,https://example.com/product-page,Direct Traffic,160,126,35
2024-10-18,https://example.com/product-page,Display Ads,31,21,1
2024-10-18,https://example.com/product-page,Email Marketing,102,75,25
2024-10-18,https://example.com/product-page,Organic Search,387,286,103
2024-10-18,https://example.com/product-page,Paid Search,208,126,12
2024-10-18,https://example.com/product-page,Referral,56,43,6
2024-10-18,https://example.com/product-page,Social Media,170,107,26
2024-10-18,https://example.com/product-page,Video Ads,19,14,0
2024-10-19,https://example.com/product-page,Direct Traffic,60,42,19
2024-10-19,https://example.com/product-page,Display Ads,10,7,0
2024-10-19,https://example.com/product-page,Email Marketing,31,19,9
2024-10-19,https://example.com/product-page,Organic Search,154,96,13
2024-10-19,https://example.com/product-page,Paid Search,85,57,6
2024-10-19,https://example.com/product-page,Referral,19,13,2
2024-10-19,https://example.com/product-page,Social Media,53,36,4
2024-10-19,https://example.com/product-page,Video Ads,7,4,0
2024-10-20,https://example.com/product-page,Direct Traffic,67,53,14
2024-10-20,https://example.com/product-page,Display Ads,16,10,0
2024-10-20,https://example.com/product-page,Email Marketing,43,29,9
2024-10-20,https://example.com/product-page,Organic Search,214,157,29
2024-10-20,https://example.com/product-page,Paid Search,87,64,6
2024-10-20,https://example.com/product-page,Referral,23,17,2
2024-10-20,https://example.com/product-page,Social Media,76,51,7
2024-10-20,https://example.com/product-page,Video Ads,8,5,0
2024-10-21,https://example.com/product-page,Direct Traffic,62,39,8
2024-10-21,https://example.com/product-page,Display Ads,14,8,0
2024-10-21,https://example.com/product-page,Email Marketing,54,34,8
2024-10-21,https://example.com/product-page,Organic Search,199,138,29
2024-10-21,https://example.com/product-page,Paid Search,98,64,7
2024-10-21,https://example.com/product-page,Referral,26,16,2
2024-10-21,https://example.com/product-page,Social Media,94,61,11
2024-10-21,https://example.com/product-page,Video Ads,11,8,0
2024-10-22,https://example.com/product-page,Direct Traffic,118,80,23
2024-10-22,https://example.com/product-page,Display Ads,27,20,1
2024-10-22,https://example.com/product-page,Email Marketing,68,47,14
2024-10-22,https://example.com/product-page,Organic Search,299,218,33
2024-10-22,https://example.com/product-page,Paid Search,192,131,10
2024-10-22,https://example.com/product-page,Referral,55,37,4
2024-10-22,https://example.com/product-page,Social Media,148,114,34
2024-10-22,https://example.com/product-page,Video Ads,19,12,0
2024-10-23,https://example.com/product-page,Direct Traffic,41,30,11
2024-10-23,https://example.com/product-page,Display Ads,11,8,0
2024-10-23,https://example.com/product-page,Email Marketing,34,24,10
2024-10-23,https://example.com/product-page,Organic Search,126,92,11
2024-10-23,https://example.com/product-page,Paid Search,83,57,4
2024-10-23,https://example.com/product-page,Referral,15,10,1
2024-10-23,https://example.com/product-page,Social Media,46,31,6
2024-10-23,https://example.com/product-page,Video Ads,6,4,0
2024-10-24,https://example.com/product-page,Direct Traffic,96,75,40
2024-10-24,https://example.com/product-page,Display Ads,20,15,0
2024-10-24,https://example.com/product-page,Email Marketing,73,44,9
2024-10-24,https://example.com/product-page,Organic Search,288,204,67
2024-10-24,https://example.com/product-page,Paid Search,131,82,8
2024-10-24,https://example.com/product-page,Referral,40,30,3
2024-10-24,https://example.com/product-page,Social Media,136,92,15
2024-10-24,https://example.com/product-page,Video Ads,14,9,0
2024-10-25,https://example.com/product-page,Direct Traffic,82,60,30
2024-10-25,https://example.com/product-page,Display Ads,21,13,0
2024-10-25,https://example.com/product-page,Email Marketing,45,30,9
2024-10-25,https://example.com/product-page,Organic Search,221,158,41
2024-10-25,https://example.com/product-page,Paid Search,127,82,4
2024-10-25,https://example.com/product-page,Referral,26,15,2
2024-10-25,https://example.com/product-page,Social Media,76,49,9
2024-10-25,https://example.com/product-page,Video Ads,13,8,0
2024-10-26,https://example.com/product-page,Direct Traffic,78,59,29
2024-10-26,https://example.com/product-page,Display Ads,15,11,0
2024-10-26,https://example.com/product-page,Email Marketing,55,34,14
2024-10-26,https://example.com/product-page,Organic Search,244,192,43
2024-10-26,https://example.com/product-page,Paid Search,137,94,10
2024-10-26,https://example.com/product-page,Referral,32,24,5
2024-10-26,https://example.com/product-page,Social Media,94,59,11
2024-10-26,https://example.com/product-page,Video Ads,12,8,0
2024-10-27,https://example.com/product-page,Direct Traffic,62,46,18
2024-10-27,https://example.com/product-page,Display Ads,19,12,0
2024-10-27,https://example.com/product-page,Email Marketing,35,22,10
2024-10-27,https://example.com/product-page,Organic Search,205,160,48
2024-10-27,https://example.com/product-page,Paid Search,115,78,3
2024-10-27,https://example.com/product-page,Referral,29,22,2
2024-10-27,https://example.com/product-page,Social Media,68,48,11
2024-10-27,https://example.com/product-page,Video Ads,12,7,0
2024-10-28,https://example.com/product-page,Direct Traffic,61,38,21
2024-10-28,https://example.com/product-page,Display Ads,16,12,1
2024-10-28,https://example.com/product-page,Email Marketing,42,27,8
2024-10-28,https://example.com/product-page,Organic Search,170,121,42
2024-10-28,https://example.com/product-page,Paid Search,103,75,5
2024-10-28,https://example.com/product-page,Referral,25,18,3
2024-10-28,https://example.com/product-page,Social Media,87,58,8
2024-10-28,https://example.com/product-page,Video Ads,9,6,0
2024-10-29,https://example.com/product-page,Direct Traffic,95,68,15
2024-10-29,https://example.com/product-page,Display Ads,27,18,1
2024-10-29,https://example.com/product-page,Email Marketing,55,37,10
2024-10-29,https://example.com/product-page,Organic Search,291,227,70
2024-10-29,https://example.com/product-page,Paid Search,169,121,9
2024-10-29,https://example.com/product-page,Referral,41,26,2
2024-10-29,https://example.com/product-page,Social Media,152,111,12
2024-10-29,https://example.com/product-page,Video Ads,15,10,0
2024-10-30,https://example.com/product-page,Direct Traffic,76,55,28
2024-10-30,https://example.com/product-page,Display Ads,22,16,1
2024-10-30,https://example.com/product-page,Email Marketing,62,41,11
2024-10-30,https://example.com/product-page,Organic Search,235,144,47
2024-10-30,https://example.com/product-page,Paid Search,172,129,15
2024-10-30,https://example.com/product-page,Referral,41,30,6
2024-10-30,https://example.com/product-page,Social Media,125,86,19
2024-10-30,https://example.com/product-page,Video Ads,18,12,0
2024-10-31,https://example.com/product-page,Direct Traffic,127,84,27
2024-10-31,https://example.com/product-page,Display Ads,31,21,1
2024-10-31,https://example.com/product-page,Email Marketing,88,54,26
2024-10-31,https://example.com/product-page,Organic Search,402,247,34
2024-10-31,https://example.com/product-page,Paid Search,227,160,17
2024-10-31,https://example.com/product-page,Referral,43,30,6
2024-10-31,https://example.com/product-page,Social Media,144,89,22
2024-10-31,https://example.com/product-page,Video Ads,18,11,0
2024-11-01,https://example.com/product-page,Direct Traffic,79,53,15
2024-11-01,https://example.com/product-page,Display Ads,29,20,2
2024-11-01,https://example.com/product-page,Email Marketing,63,38,19
2024-11-01,https://example.com/product-page,Organic Search,314,228,48
2024-11-01,https://example.com/product-page,Paid Search,133,80,8
2024-11-01,https://example.com/product-page,Referral,36,28,3
2024-11-01,https://example.com/product-page,Social Media,135,95,25
2024-11-01,https://example.com/product-page,Video Ads,13,9,0
2024-11-02,https://example.com/product-page,Direct Traffic,76,46,20
2024-11-02,https://example.com/product-page,Display Ads,19,12,1
2024-11-02,https://example.com/product-page,Email Marketing,41,30,8
2024-11-02,https://example.com/product-page,Organic Search,212,149,23
2024-11-02,https://example.com/product-page,Paid Search,95,72,4
2024-11-02,https://example.com/product-page,Referral,29,20,2
2024-11-02,https://example.com/product-page,Social Media,94,73,10
2024-11-02,https://example.com/product-page,Video Ads,10,7,0
2024-11-03,https://example.com/product-page,Direct Traffic,58,43,19
2024-11-03,https://example.com/product-page,Display Ads,16,10,0
2024-11-03,https://example.com/product-page,Email Marketing,43,28,8
2024-11-03,https://example.com/product-page,Organic Search,173,112,34
2024-11-03,https://example.com/product-page,Paid Search,92,71,9
2024-11-03,https://example.com/product-page,Referral,21,15,2
2024-11-03,https://example.com/product-page,Social Media,67,48,5
2024-11-03,https://example.com/product-page,Video Ads,9,5,0
2024-11-04,https://example.com/product-page,Direct Traffic,73,52,21
2024-11-04,https://example.com/product-page,Display Ads,19,12,0
2024-11-04,https://example.com/product-page,Email Marketing,53,36,14
2024-11-04,https://example.com/product-page,Organic Search,266,183,24
2024-11-04,https://example.com/product-page,Paid Search,174,104,15
2024-11-04,https://example.com/product-page,Referral,41,24,5
2024-11-04,https://example.com/product-page,Social Media,113,75,21
2024-11-04,https://example.com/product-page,Video Ads,12,7,0
2024-11-05,https://example.com/product-page,Direct Traffic,76,52,15
2024-11-05,https://example.com/product-page,Display Ads,21,14,1
2024-11-05,https://example.com/product-page,Email Marketing,61,39,19
2024-11-05,https://example.com/product-page,Organic Search,246,153,23
2024-11-05,https://example.com/product-page,Paid Search,165,127,9
2024-11-05,https://example.com/product-page,Referral,44,31,3
2024-11-05,https://example.com/product-page,Social Media,92,59,6
2024-11-05,https://example.com/product-page,Video Ads,14,10,0
2024-11-06,https://example.com/product-page,Direct Traffic,99,76,32
2024-11-06,https://example.com/product-page,Display Ads,25,15,0
2024-11-06,https://example.com/product-page,Email Marketing,67,41,13
2024-11-06,https://example.com/product-page,Organic Search,254,162,36
2024-11-06,https://example.com/product-page,Paid Search,153,118,7
2024-11-06,https://example.com/product-page,Referral,48,34,6
2024-11-06,https://example.com/product-page,Social Media,127,91,21
2024-11-06,https://example.com/product-page,Video Ads,15,11,0
2024-11-07,https://example.com/product-page,Direct Traffic,45,32,10
2024-11-07,https://example.com/product-page,Display Ads,11,8,0
2024-11-07,https://example.com/product-page,Email Marketing,44,28,8
2024-11-07,https://example.com/product-page,Organic Search,150,104,23
2024-11-07,https://example.com/product-page,Paid Search,90,58,3
2024-11-07,https://example.com/product-page,Referral,22,13,2
2024-11-07,https://example.com/product-page,Social Media,61,37,5
2024-11-07,https://example.com/product-page,Video Ads,9,6,0
2024-11-08,https://example.com/product-page,Direct Traffic,111,75,19
2024-11-08,https://example.com/product-page,Display Ads,30,19,2
2024-11-08,https://example.com/product-page,Email Marketing,80,60,19
2024-11-08,https://example.com/product-page,Organic Search,288,175,41
2024-11-08,https://example.com/product-page,Paid Search,205,159,9
2024-11-08,https://example.com/product-page,Referral,50,38,6
2024-11-08,https://example.com/product-page,Social Media,170,109,19
2024-11-08,https://example.com/product-page,Video Ads,20,12,0
2024-11-09,https://example.com/product-page,Direct Traffic,49,29,5
2024-11-09,https://example.com/product-page,Display Ads,13,8,0
2024-11-09,https://example.com/product-page,Email Marketing,29,21,4
2024-11-09,https://example.com/product-page,Organic Search,159,96,35
2024-11-09,https://example.com/product-page,Paid Search,69,52,4
2024-11-09,https://example.com/product-page,Referral,17,11,1
2024-11-09,https://example.com/product-page,Social Media,60,46,8
2024-11-09,https://example.com/product-page,Video Ads,9,5,0
2024-11-10,https://example.com/product-page,Direct Traffic,65,45,15
2024-11-10,https://example.com/product-page,Display Ads,18,14,0
2024-11-10,https://example.com/product-page,Email Marketing,49,38,8
2024-11-10,https://example.com/product-page,Organic Search,176,134,42
2024-11-10,https://example.com/product-page,Paid Search,120,80,6
2024-11-10,https://example.com/product-page,Referral,27,16,2
2024-11-10,https://example.com/product-page,Social Media,73,51,11
2024-11-10,https://example.com/product-page,Video Ads,13,7,0
2024-11-11,https://example.com/product-page,Direct Traffic,87,60,26
2024-11-11,https://example.com/product-page,Display Ads,26,16,1
2024-11-11,https://example.com/product-page,Email Marketing,55,36,6
2024-11-11,https://example.com/product-page,Organic Search,245,190,48
2024-11-11,https://example.com/product-page,Paid Search,181,138,8
2024-11-11,https://example.com/product-page,Referral,41,31,6
2024-11-11,https://example.com/product-page,Social Media,104,80,13
2024-11-11,https://example.com/product-page,Video Ads,17,10,0
2024-11-12,https://example.com/product-page,Direct Traffic,121,92,42
2024-11-12,https://example.com/product-page,Display Ads,26,20,0
2024-11-12,https://example.com/product-page,Email Marketing,64,41,11
2024-11-12,https://example.com/product-page,Organic Search,343,219,38
2024-11-12,https://example.com/product-page,Paid Search,194,124,11
2024-11-12,https://example.com/product-page,Referral,38,24,2
2024-11-12,https://example.com/product-page,Social Media,151,114,21
2024-11-12,https://example.com/product-page,Video Ads,19,14,0
2024-11-13,https://example.com/product-page,Direct Traffic,116,74,34
2024-11-13,https://example.com/product-page,Display Ads,31,23,1
2024-11-13,https://example.com/product-page,Email Marketing,81,56,21
2024-11-13,https://example.com/product-page,Organic Search,377,269,58
2024-11-13,https://example.com/product-page,Paid Search,203,132,15
2024-11-13,https://example.com/product-page,Referral,45,35,5
2024-11-13,https://example.com/product-page,Social Media,112,86,16
2024-11-13,https://example.com/product-page,Video Ads,16,10,0
2024-11-14,https://example.com/product-page,Direct Traffic,91,72,42
2024-11-14,https://example.com/product-page,Display Ads,19,14,0
2024-11-14,https://example.com/product-page,Email Marketing,58,35,14
2024-11-14,https://example.com/product-page,Organic Search,317,212,60
2024-11-14,https://example.com/product-page,Paid Search,145,90,11
2024-11-14,https://example.com/product-page,Referral,39,24,4
2024-11-14,https://example.com/product-page,Social Media,101,66,17
2024-11-14,https://example.com/product-page,Video Ads,13,8,0
2024-11-15,https://example.com/product-page,Direct Traffic,77,48,28
2024-11-15,https://example.com/product-page,Display Ads,15,11,1
2024-11-15,https://example.com/product-page,Email Marketing,35,24,7
2024-11-15,https://example.com/product-page,Organic Search,205,155,34
2024-11-15,https://example.com/product-page,Paid Search,101,65,6
2024-11-15,https://example.com/product-page,Referral,26,18,2
2024-11-15,https://example.com/product-page,Social Media,83,60,9
2024-11-15,https://example.com/product-page,Video Ads,12,7,0
2024-11-16,https://example.com/product-page,Direct Traffic,34,26,14
2024-11-16,https://example.com/product-page,Display Ads,9,6,0
2024-11-16,https://example.com/product-page,Email Marketing,27,19,9
2024-11-16,https://example.com/product-page,Organic Search,123,81,12
2024-11-16,https://example.com/product-page,Paid Search,62,38,4
2024-11-16,https://example.com/product-page,Referral,17,13,1
2024-11-16,https://example.com/product-page,Social Media,56,44,10
2024-11-16,https://example.com/product-page,Video Ads,7,5,0
2024-11-17,https://example.com/product-page,Direct Traffic,98,71,25
2024-11-17,https://example.com/product-page,Display Ads,21,13,1
2024-11-17,https://example.com/product-page,Email Marketing,50,37,9
2024-11-17,https://example.com/product-page,Organic Search,197,149,41
2024-11-17,https://example.com/product-page,Paid Search,121,84,10
2024-11-17,https://example.com/product-page,Referral,29,20,2
2024-11-17,https://example.com/product-page,Social Media,114,79,12
2024-11-17,https://example.com/product-page,Video Ads,12,7,0
2024-11-18,https://example.com/product-page,Direct Traffic,93,68,31
2024-11-18,https://example.com/product-page,Display Ads,24,16,1
2024-11-18,https://example.com/product-page,Email Marketing,69,54,9
2024-11-18,https://example.com/product-page,Organic Search,335,266,58
2024-11-18,https://example.com/product-page,Paid Search,197,120,10
2024-11-18,https://example.com/product-page,Referral,42,32,3
2024-11-18,https://example.com/product-page,Social Media,163,115,18
2024-11-18,https://example.com/product-page,Video Ads,15,11,0
2024-11-19,https://example.com/product-page,Direct Traffic,78,52,11
2024-11-19,https://example.com/product-page,Display Ads,19,13,0
2024-11-19,https://example.com/product-page,Email Marketing,59,40,9
2024-11-19,https://example.com/product-page,Organic Search,211,156,34
2024-11-19,https://example.com/product-page,Paid Search,132,99,14
2024-11-19,https://example.com/product-page,Referral,38,28,4
2024-11-19,https://example.com/product-page,Social Media,88,60,11
2024-11-19,https://example.com/product-page,Video Ads,12,8,0
2024-11-20,https://example.com/product-page,Direct Traffic,94,61,26
2024-11-20,https://example.com/product-page,Display Ads,19,11,0
2024-11-20,https://example.com/product-page,Email Marketing,48,30,9
2024-11-20,https://example.com/product-page,Organic Search,303,213,46
2024-11-20,https://example.com/product-page,Paid Search,169,114,9
2024-11-20,https://example.com/product-page,Referral,43,29,5
2024-11-20,https://example.com/product-page,Social Media,97,65,10
2024-11-20,https://example.com/product-page,Video Ads,13,8,0
2024-11-21,https://example.com/product-page,Direct Traffic,98,62,14
2024-11-21,https://example.com/product-page,Display Ads,21,13,0
2024-11-21,https://example.com/product-page,Email Marketing,66,44,16
2024-11-21,https://example.com/product-page,Organic Search,276,166,43
2024-11-21,https://example.com/product-page,Paid Search,136,95,10
2024-11-21,https://example.com/product-page,Referral,33,20,3
2024-11-21,https://example.com/product-page,Social Media,99,65,16
2024-11-21,https://example.com/product-page,Video Ads,16,11,0
2024-11-22,https://example.com/product-page,Direct Traffic,118,84,47
2024-11-22,https://example.com/product-page,Display Ads,38,24,2
2024-11-22,https://example.com/product-page,Email Marketing,99,77,39
2024-11-22,https://example.com/product-page,Organic Search,435,315,51
2024-11-22,https://example.com/product-page,Paid Search,241,177,9
2024-11-22,https://example.com/product-page,Referral,44,31,4
2024-11-22,https://example.com/product-page,Social Media,161,107,25
2024-11-22,https://example.com/product-page,Video Ads,23,17,0
2024-11-23,https://example.com/product-page,Direct Traffic,70,43,9
2024-11-23,https://example.com/product-page,Display Ads,15,10,1
2024-11-23,https://example.com/product-page,Email Marketing,51,35,15
2024-11-23,https://example.com/product-page,Organic Search,190,142,18
2024-11-23,https://example.com/product-page,Paid Search,140,84,9
2024-11-23,https://example.com/product-page,Referral,31,21,2
2024-11-23,https://example.com/product-page,Social Media,88,63,15
2024-11-23,https://example.com/product-page,Video Ads,14,9,0
2024-11-24,https://example.com/product-page,Direct Traffic,69,50,10
2024-11-24,https://example.com/product-page,Display Ads,14,8,0
2024-11-24,https://example.com/product-page,Email Marketing,50,37,9
2024-11-24,https://example.com/product-page,Organic Search,156,95,23
2024-11-24,https://example.com/product-page,Paid Search,131,96,5
2024-11-24,https://example.com/product-page,Referral,30,19,1
2024-11-24,https://example.com/product-page,Social Media,72,54,14
2024-11-24,https://example.com/product-page,Video Ads,10,7,0
2024-11-25,https://example.com/product-page,Direct Traffic,104,76,21
2024-11-25,https://example.com/product-page,Display Ads,30,22,1
2024-11-25,https://example.com/product-page,Email Marketing,79,48,22
2024-11-25,https://example.com/product-page,Organic Search,325,196,54
2024-11-25,https://example.com/product-page,Paid Search,196,129,17
2024-11-25,https://example.com/product-page,Referral,43,33,6
2024-11-25,https://example.com/product-page,Social Media,168,129,25
2024-11-25,https://example.com/product-page,Video Ads,22,15,0
2024-11-26,https://example.com/product-page,Direct Traffic,128,77,29
2024-11-26,https://example.com/product-page,Display Ads,26,17,1
2024-11-26,https://example.com/product-page,Email Marketing,80,61,11
2024-11-26,https://example.com/product-page,Organic Search,330,228,73
2024-11-26,https://example.com/product-page,Paid Search,214,152,10
2024-11-26,https://example.com/product-page,Referral,54,38,3
2024-11-26,https://example.com/product-page,Social Media,140,111,27
2024-11-26,https://example.com/product-page,Video Ads,15,9,0
2024-11-27,https://example.com/product-page,Direct Traffic,85,58,20
2024-11-27,https://example.com/product-page,Display Ads,24,16,0
2024-11-27,https://example.com/product-page,Email Marketing,72,51,15
2024-11-27,https://example.com/product-page,Organic Search,247,159,37
2024-11-27,https://example.com/product-page,Paid Search,166,124,11
2024-11-27,https://example.com/product-page,Referral,35,22,3
2024-11-27,https://example.com/product-page,Social Media,138,99,12
2024-11-27,https://example.com/product-page,Video Ads,17,13,0
2024-11-28,https://example.com/product-page,Direct Traffic,114,78,42
2024-11-28,https://example.com/product-page,Display Ads,24,14,0
2024-11-28,https://example.com/product-page,Email Marketing,86,60,30
2024-11-28,https://example.com/product-page,Organic Search,299,214,31
2024-11-28,https://example.com/product-page,Paid Search,191,118,17
2024-11-28,https://example.com/product-page,Referral,47,33,4
2024-11-28,https://example.com/product-page,Social Media,149,112,26
2024-11-28,https://example.com/product-page,Video Ads,18,12,0
2024-11-29,https://example.com/product-page,Direct Traffic,104,67,19
2024-11-29,https://example.com/product-page,Display Ads,21,13,1
2024-11-29,https://example.com/product-page,Email Marketing,54,33,9
2024-11-29,https://example.com/product-page,Organic Search,353,236,56
2024-11-29,https://example.com/product-page,Paid Search,144,87,11
2024-11-29,https://example.com/product-page,Referral,35,27,3
2024-11-29,https://example.com/product-page,Social Media,130,97,12
2024-11-29,https://example.com/product-page,Video Ads,13,10,0
2024-11-30,https://example.com/product-page,Direct Traffic,68,52,12
2024-11-30,https://example.com/product-page,Display Ads,14,10,0
2024-11-30,https://example.com/product-page,Email Marketing,49,36,7
2024-11-30,https://example.com/product-page,Organic Search,157,114,26
2024-11-30,https://example.com/product-page,Paid Search,101,64,7
2024-11-30,https://example.com/product-page,Referral,30,20,4
2024-11-30,https://example.com/product-page,Social Media,80,50,11
2024-11-30,https://example.com/product-page,Video Ads,13,8,0
2024-12-01,https://example.com/product-page,Direct Traffic,43,28,10
2024-12-01,https://example.com/product-page,Display Ads,14,8,0
2024-12-01,https://example.com/product-page,Email Marketing,28,21,8
2024-12-01,https://example.com/product-page,Organic Search,165,107,34
2024-12-01,https://example.com/product-page,Paid Search,97,63,5
2024-12-01,https://example.com/product-page,Referral,17,12,2
2024-12-01,https://example.com/product-page,Social Media,61,40,4
2024-12-01,https://example.com/product-page,Video Ads,9,7,0
2024-12-02,https://example.com/product-page,Direct Traffic,116,82,21
2024-12-02,https://example.com/product-page,Display Ads,26,15,1
2024-12-02,https://example.com/product-page,Email Marketing,60,41,11
2024-12-02,https://example.com/product-page,Organic Search,286,184,31
2024-12-02,https://example.com/product-page,Paid Search,183,114,11
2024-12-02,https://example.com/product-page,Referral,37,29,2
2024-12-02,https://example.com/product-page,Social Media,143,91,26
2024-12-02,https://example.com/product-page,Video Ads,18,11,0
2024-12-03,https://example.com/product-page,Direct Traffic,105,71,18
2024-12-03,https://example.com/product-page,Display Ads,28,21,0
2024-12-03,https://example.com/product-page,Email Marketing,69,48,8
2024-12-03,https://example.com/product-page,Organic Search,332,246,73
2024-12-03,https://example.com/product-page,Paid Search,166,107,15
2024-12-03,https://example.com/product-page,Referral,43,32,5
2024-12-03,https://example.com/product-page,Social Media,156,107,28
2024-12-03,https://example.com/product-page,Video Ads,18,13,0
2024-12-04,https://example.com/product-page,Direct Traffic,97,65,23
2024-12-04,https://example.com/product-page,Display Ads,23,14,1
2024-12-04,https://example.com/product-page,Email Marketing,48,37,7
2024-12-04,https://example.com/product-page,Organic Search,293,203,69
2024-12-04,https://example.com/product-page,Paid Search,149,109,14
2024-12-04,https://example.com/product-page,Referral,38,25,3
2024-12-04,https://example.com/product-page,Social Media,115,78,15
2024-12-04,https://example.com/product-page,Video Ads,16,12,0
2024-12-05,https://example.com/product-page,Direct Traffic,92,62,19
2024-12-05,https://example.com/product-page,Display Ads,19,12,1
2024-12-05,https://example.com/product-page,Email Marketing,58,44,8
2024-12-05,https://example.com/product-page,Organic Search,326,238,82
2024-12-05,https://example.com/product-page,Paid Search,159,112,15
2024-12-05,https://example.com/product-page,Referral,43,27,3
2024-12-05,https://example.com/product-page,Social Media,139,95,14
2024-12-05,https://example.com/product-page,Video Ads,18,11,0
2024-12-06,https://example.com/product-page,Direct Traffic,129,86,35
2024-12-06,https://example.com/product-page,Display Ads,30,22,1
2024-12-06,https://example.com/product-page,Email Marketing,90,61,25
2024-12-06,https://example.com/product-page,Organic Search,412,289,84
2024-12-06,https://example.com/product-page,Paid Search,243,146,13
2024-12-06,https://example.com/product-page,Referral,61,38,5
2024-12-06,https://example.com/product-page,Social Media,186,139,28
2024-12-06,https://example.com/product-page,Video Ads,22,17,0
2024-12-07,https://example.com/product-page,Direct Traffic,87,55,22
2024-12-07,https://example.com/product-page,Display Ads,19,13,0
2024-12-07,https://example.com/product-page,Email Marketing,55,33,12
2024-12-07,https://example.com/product-page,Organic Search,247,197,29
2024-12-07,https://example.com/product-page,Paid Search,108,85,12
2024-12-07,https://example.com/product-page,Referral,27,20,2
2024-12-07,https://example.com/product-page,Social Media,76,45,5
2024-12-07,https://example.com/product-page,Video Ads,9,6,0
2024-12-08,https://example.com/product-page,Direct Traffic,80,49,23
